timestamp,0
2023-12,127
2024-01,1333
2024-02,1174
2024-03,1184
2024-04,1602
2024-05,1206
2024-06,1161
2024-07,1064
2024-08,897
2024-09,953
2024-10,991
2024-11,1020
2024-12,1147
2025-01,1359
2025-02,1305
2025-03,1319
2025-04,1204
2025-05,954
